Date,Category,Amount,Payment Method,Description
18-07-2024,Expense,350,Nagad,Salary 
12-09-2024,Expense,541,Bkash,Groceries 
24-06-2024,Income,502,Nagad,Shopping 
10-04-2024,Income,226,Bkash,Shopping 
21-03-2023,Expense,292,Credit Card,Transfer 
14-08-2023,Expense,868,Nagad,Rent 
27-02-2023,Income,385,Cash,Rent 
26-02-2024,Expense,279,Cash,Salary 
05-01-2023,Income,803,Credit Card,Transfer 
27-10-2024,Income,546,Cash,Shopping 
04-12-2023,Expense,937,Credit Card,Transfer 
27-01-2023,Income,449,Credit Card,Salary 
13-03-2023,Income,248,Credit Card,Transfer 
10-09-2023,Expense,911,Credit Card,Shopping 
11-01-2024,Income,968,Bkash,Salary 
23-10-2023,Expense,628,Credit Card,Transfer 
07-10-2023,Expense,438,Credit Card,Rent 
16-09-2024,Expense,997,Cash,Groceries 
01-02-2024,Income,390,Bkash,Salary 
16-11-2023,Expense,296,Bkash,Shopping 
24-03-2024,Expense,393,Cash,Groceries 
17-05-2024,Expense,119,Cash,Transfer 
03-11-2024,Income,829,Cash,Groceries 
22-12-2024,Expense,392,Nagad,Transfer 
23-08-2024,Expense,773,Nagad,Rent 
16-04-2023,Expense,592,Bkash,Shopping 
25-07-2024,Income,626,Credit Card,Shopping 
22-08-2023,Income,841,Bkash,Salary 
19-06-2024,Income,415,Nagad,Rent 
15-06-2023,Income,207,Cash,Shopping 
19-04-2024,Income,958,Credit Card,Shopping 
18-07-2024,Income,757,Bkash,Transfer 
22-09-2024,Expense,619,Nagad,Transfer 
25-12-2024,Expense,384,Credit Card,Shopping 
09-12-2024,Income,946,Nagad,Shopping 
24-10-2023,Income,274,Nagad,Transfer 
08-03-2024,Income,540,Cash,Salary 
26-07-2023,Expense,420,Nagad,Rent 
10-04-2023,Income,911,Credit Card,Groceries 
10-10-2023,Expense,760,Credit Card,Shopping 
23-08-2024,Expense,873,Cash,Salary 
03-04-2023,Income,301,Cash,Groceries 
19-06-2024,Expense,777,Bkash,Shopping 
02-05-2024,Income,358,Nagad,Rent 
23-01-2023,Income,703,Bkash,Groceries 
26-06-2023,Income,821,Cash,Transfer 
22-08-2024,Income,855,Cash,Shopping 
05-10-2024,Expense,470,Nagad,Shopping 
11-10-2023,Expense,349,Cash,Groceries 
12-02-2024,Income,304,Bkash,Groceries 
26-10-2024,Expense,855,Nagad,Transfer 
07-10-2024,Income,157,Credit Card,Groceries 
18-04-2024,Expense,658,Credit Card,Groceries 
12-11-2023,Expense,806,Credit Card,Rent 
09-06-2023,Expense,124,Bkash,Shopping 
20-08-2024,Income,288,Nagad,Salary 
10-01-2024,Income,424,Credit Card,Rent 
25-12-2024,Income,800,Bkash,Salary 
12-12-2024,Expense,736,Nagad,Transfer 
24-03-2024,Income,963,Cash,Groceries 
10-11-2024,Income,373,Credit Card,Groceries 
19-09-2024,Expense,642,Bkash,Transfer 
14-12-2023,Expense,539,Nagad,Groceries 
12-02-2024,Expense,118,Cash,Rent 
15-10-2024,Expense,379,Cash,Rent 
13-11-2023,Expense,980,Cash,Shopping 
25-10-2024,Income,702,Credit Card,Shopping 
02-09-2024,Income,905,Cash,Groceries 
02-11-2024,Income,813,Cash,Shopping 
05-11-2023,Expense,208,Cash,Transfer 
08-02-2024,Expense,332,Nagad,Salary 
18-04-2023,Expense,787,Bkash,Shopping 
21-07-2024,Expense,609,Nagad,Salary 
04-10-2023,Expense,842,Bkash,Shopping 
24-04-2023,Income,387,Nagad,Transfer 
02-02-2024,Income,755,Cash,Rent 
04-04-2024,Expense,185,Nagad,Rent 
13-07-2024,Income,598,Nagad,Salary 
12-01-2024,Expense,356,Bkash,Groceries 
07-11-2024,Expense,335,Bkash,Salary 
25-04-2023,Expense,402,Cash,Groceries 
26-08-2023,Income,921,Cash,Salary 
28-11-2024,Income,613,Credit Card,Shopping 
10-12-2023,Income,817,Credit Card,Transfer 
12-08-2023,Income,179,Credit Card,Groceries 
20-02-2023,Expense,912,Cash,Rent 
17-06-2024,Income,851,Bkash,Salary 
19-01-2023,Income,646,Nagad,Groceries 
18-11-2024,Expense,962,Credit Card,Rent 
01-05-2023,Expense,553,Bkash,Salary 
07-09-2024,Income,462,Cash,Transfer 
26-06-2024,Expense,973,Cash,Groceries 
15-07-2024,Expense,965,Bkash,Groceries 
16-04-2024,Income,557,Credit Card,Transfer 
09-06-2024,Income,644,Bkash,Transfer 
26-07-2023,Expense,408,Credit Card,Transfer 
18-11-2023,Income,771,Cash,Transfer 
02-06-2024,Income,544,Bkash,Rent 
04-03-2024,Expense,219,Nagad,Groceries 
24-01-2024,Expense,325,Cash,Shopping 
06-01-2024,Expense,860,Credit Card,Rent 
19-09-2023,Income,420,Nagad,Rent 
24-01-2024,Expense,228,Credit Card,Transfer 
04-08-2023,Income,601,Bkash,Rent 
26-01-2023,Expense,458,Credit Card,Salary 
14-04-2024,Expense,326,Bkash,Salary 
03-04-2024,Expense,409,Credit Card,Shopping 
01-05-2023,Expense,799,Nagad,Transfer 
17-05-2023,Income,657,Nagad,Transfer 
19-05-2024,Expense,506,Credit Card,Transfer 
18-02-2024,Expense,933,Nagad,Shopping 
13-08-2023,Income,857,Bkash,Transfer 
19-10-2024,Expense,660,Bkash,Rent 
24-01-2023,Income,987,Cash,Rent 
05-08-2023,Expense,167,Bkash,Salary 
10-09-2023,Income,144,Cash,Groceries 
11-05-2024,Income,821,Cash,Shopping 
28-01-2023,Expense,279,Cash,Groceries 
25-04-2024,Expense,856,Bkash,Rent 
25-05-2023,Income,511,Nagad,Salary 
12-10-2023,Expense,990,Bkash,Transfer 
06-04-2024,Income,869,Nagad,Rent 
13-06-2024,Expense,801,Nagad,Rent 
07-04-2024,Expense,292,Credit Card,Shopping 
12-12-2023,Income,355,Cash,Shopping 
08-09-2024,Expense,983,Credit Card,Shopping 
12-03-2023,Income,535,Credit Card,Rent 
18-02-2024,Income,671,Credit Card,Shopping 
03-08-2024,Expense,654,Cash,Transfer 
20-08-2024,Expense,201,Nagad,Transfer 
08-02-2023,Income,715,Nagad,Transfer 
02-08-2024,Expense,294,Nagad,Rent 
14-05-2024,Expense,697,Nagad,Rent 
05-11-2024,Expense,797,Credit Card,Shopping 
15-12-2023,Income,129,Nagad,Groceries 
08-10-2024,Income,260,Bkash,Rent 
15-03-2023,Income,801,Bkash,Salary 
02-07-2023,Expense,340,Credit Card,Shopping 
26-08-2023,Expense,296,Credit Card,Rent 
06-09-2023,Expense,270,Nagad,Transfer 
09-05-2023,Income,606,Credit Card,Salary 
05-01-2023,Expense,112,Credit Card,Shopping 
07-12-2024,Income,418,Credit Card,Salary 
18-11-2024,Expense,346,Bkash,Shopping 
13-05-2023,Income,460,Bkash,Shopping 
02-09-2024,Expense,456,Cash,Rent 
12-08-2023,Income,502,Bkash,Salary 
16-06-2023,Expense,989,Bkash,Shopping 
17-10-2023,Income,516,Cash,Shopping 
04-07-2023,Expense,668,Nagad,Shopping 
22-10-2023,Expense,822,Credit Card,Transfer 
07-02-2023,Expense,559,Bkash,Rent 
18-12-2024,Expense,149,Cash,Transfer 
09-08-2024,Expense,152,Nagad,Shopping 
02-03-2023,Income,615,Bkash,Rent 
28-07-2024,Income,175,Nagad,Rent 
09-11-2024,Income,895,Nagad,Groceries 
06-08-2023,Expense,533,Credit Card,Shopping 
24-02-2023,Expense,682,Credit Card,Transfer 
02-03-2024,Expense,484,Credit Card,Rent 
11-07-2024,Income,867,Bkash,Transfer 
03-05-2023,Expense,388,Nagad,Transfer 
02-03-2024,Income,110,Nagad,Groceries 
26-02-2023,Expense,674,Credit Card,Salary 
11-02-2024,Income,889,Bkash,Salary 
20-10-2023,Expense,104,Nagad,Transfer 
27-04-2024,Expense,262,Bkash,Shopping 
19-12-2024,Expense,175,Nagad,Rent 
15-04-2023,Income,839,Nagad,Salary 
10-01-2024,Income,374,Nagad,Transfer 
26-06-2024,Expense,919,Bkash,Groceries 
08-06-2024,Expense,467,Cash,Salary 
06-02-2024,Expense,833,Credit Card,Groceries 
16-06-2023,Expense,868,Credit Card,Shopping 
14-12-2024,Expense,323,Nagad,Shopping 
17-04-2023,Income,494,Credit Card,Salary 
22-12-2023,Expense,639,Nagad,Groceries 
01-04-2024,Income,212,Cash,Shopping 
13-07-2024,Income,754,Credit Card,Groceries 
09-04-2023,Expense,875,Nagad,Salary 
27-07-2023,Expense,144,Cash,Salary 
24-03-2024,Expense,923,Cash,Transfer 
27-07-2024,Expense,152,Credit Card,Groceries 
07-03-2023,Expense,885,Bkash,Groceries 
20-04-2023,Expense,991,Bkash,Transfer 
13-09-2024,Income,927,Credit Card,Rent 
14-08-2023,Income,785,Credit Card,Groceries 
08-08-2024,Income,381,Cash,Transfer 
19-09-2024,Income,497,Bkash,Transfer 
25-03-2023,Expense,222,Cash,Salary 
22-01-2023,Income,512,Bkash,Salary 
28-04-2023,Income,999,Bkash,Rent 
20-01-2024,Expense,263,Credit Card,Groceries 
18-01-2023,Expense,346,Bkash,Shopping 
10-07-2023,Expense,723,Nagad,Groceries 
04-07-2023,Income,525,Cash,Groceries 
09-10-2024,Expense,197,Credit Card,Transfer 
14-09-2024,Expense,853,Bkash,Transfer 
21-05-2024,Income,954,Bkash,Shopping 
19-05-2024,Expense,286,Nagad,Rent 
14-05-2023,Expense,655,Bkash,Groceries 
11-08-2023,Income,952,Cash,Groceries 
25-01-2023,Expense,446,Nagad,Groceries 
13-05-2024,Income,222,Bkash,Transfer 
07-12-2023,Income,572,Credit Card,Groceries 
09-03-2023,Expense,540,Bkash,Salary 
23-06-2023,Expense,243,Bkash,Rent 
06-10-2023,Expense,762,Credit Card,Groceries 
25-05-2023,Expense,690,Bkash,Salary 
16-02-2023,Expense,736,Cash,Shopping 
23-09-2024,Income,609,Credit Card,Shopping 
13-03-2023,Income,565,Nagad,Groceries 
04-03-2024,Expense,638,Nagad,Salary 
02-05-2024,Income,513,Credit Card,Shopping 
02-03-2024,Expense,818,Credit Card,Rent 
06-09-2024,Income,483,Cash,Salary 
16-11-2023,Expense,167,Nagad,Rent 
05-03-2024,Income,480,Credit Card,Shopping 
13-09-2023,Expense,129,Nagad,Groceries 
06-05-2024,Expense,317,Cash,Salary 
08-03-2024,Expense,883,Credit Card,Salary 
13-11-2023,Income,444,Credit Card,Shopping 
10-12-2023,Income,514,Cash,Salary 
11-02-2024,Expense,100,Nagad,Rent 
17-07-2023,Expense,370,Cash,Transfer 
21-07-2024,Expense,122,Credit Card,Salary 
16-12-2024,Income,310,Nagad,Rent 
22-04-2024,Expense,269,Bkash,Groceries 
11-09-2023,Income,441,Cash,Transfer 
09-01-2023,Income,345,Nagad,Salary 
19-02-2024,Income,806,Credit Card,Transfer 
19-12-2023,Income,421,Cash,Groceries 
12-10-2024,Income,246,Credit Card,Salary 
09-10-2024,Income,829,Cash,Transfer 
03-02-2023,Expense,626,Bkash,Groceries 
12-07-2023,Expense,646,Credit Card,Rent 
15-03-2023,Expense,482,Nagad,Shopping 
18-01-2023,Expense,320,Nagad,Rent 
19-06-2024,Income,957,Cash,Transfer 
03-11-2023,Expense,783,Bkash,Rent 
06-12-2023,Expense,346,Credit Card,Rent 
06-07-2024,Expense,707,Bkash,Rent 
14-02-2023,Income,878,Bkash,Groceries 
15-06-2023,Income,499,Cash,Salary 
26-01-2023,Expense,273,Bkash,Groceries 
10-01-2023,Expense,994,Credit Card,Rent 
16-10-2023,Income,815,Cash,Rent 
21-09-2023,Expense,910,Credit Card,Groceries 
17-10-2024,Income,899,Bkash,Rent 
07-09-2024,Expense,632,Cash,Shopping 
05-07-2023,Expense,698,Nagad,Transfer 
09-03-2024,Expense,366,Credit Card,Transfer 
21-07-2023,Expense,140,Cash,Salary 
22-06-2023,Income,971,Nagad,Rent 
22-06-2024,Expense,638,Bkash,Rent 
23-09-2023,Income,556,Credit Card,Groceries 
14-06-2023,Expense,454,Cash,Rent 
15-05-2024,Income,854,Nagad,Shopping 
22-08-2023,Income,466,Bkash,Salary 
21-06-2023,Expense,224,Cash,Shopping 
18-07-2023,Income,951,Credit Card,Shopping 
23-10-2024,Expense,881,Cash,Rent 
28-11-2023,Expense,485,Bkash,Shopping 
21-08-2023,Expense,561,Bkash,Groceries 
16-01-2023,Income,652,Bkash,Salary 
26-05-2024,Expense,736,Nagad,Shopping 
28-02-2024,Income,237,Bkash,Groceries 
24-01-2023,Income,591,Nagad,Groceries 
27-08-2024,Income,973,Nagad,Rent 
09-07-2024,Expense,396,Credit Card,Transfer 
09-09-2024,Income,636,Credit Card,Shopping 
17-08-2023,Expense,419,Bkash,Salary 
08-02-2024,Expense,873,Credit Card,Salary 
01-02-2023,Income,996,Nagad,Shopping 
11-01-2023,Income,744,Credit Card,Salary 
03-09-2023,Expense,276,Nagad,Shopping 
13-02-2024,Income,367,Bkash,Rent 
22-09-2024,Expense,943,Cash,Groceries 
18-08-2023,Income,333,Bkash,Transfer 
07-05-2023,Expense,511,Bkash,Groceries 
09-04-2024,Expense,365,Credit Card,Groceries 
27-05-2023,Income,725,Nagad,Transfer 
21-02-2024,Expense,284,Credit Card,Rent 
20-10-2023,Expense,911,Cash,Salary 
25-06-2023,Income,399,Cash,Shopping 
23-05-2024,Income,495,Credit Card,Groceries 
27-05-2024,Income,808,Nagad,Rent 
23-10-2023,Expense,283,Credit Card,Transfer 
01-01-2024,Expense,729,Bkash,Shopping 
20-09-2024,Expense,436,Cash,Rent 
17-10-2024,Expense,549,Credit Card,Salary 
07-01-2023,Expense,132,Credit Card,Groceries 
15-10-2024,Expense,886,Bkash,Salary 
09-05-2024,Expense,161,Nagad,Rent 
21-09-2023,Expense,845,Cash,Groceries 
07-08-2023,Income,639,Bkash,Rent 
15-08-2024,Expense,606,Nagad,Rent 
11-11-2024,Expense,885,Bkash,Groceries 
10-03-2024,Income,313,Cash,Groceries 
08-06-2024,Expense,278,Cash,Rent 
09-03-2023,Income,320,Cash,Salary 
18-11-2023,Expense,773,Nagad,Transfer 
17-05-2024,Expense,581,Nagad,Rent 
15-04-2023,Income,378,Bkash,Rent 
20-04-2023,Income,920,Bkash,Transfer 
26-12-2023,Expense,686,Credit Card,Shopping 
25-12-2023,Income,925,Credit Card,Transfer 
03-10-2023,Income,796,Cash,Salary 
10-10-2023,Income,858,Nagad,Shopping 
09-02-2024,Expense,133,Cash,Salary 
11-09-2023,Expense,996,Nagad,Groceries 
13-12-2024,Income,154,Bkash,Transfer 
24-06-2024,Income,987,Nagad,Groceries 
11-10-2023,Income,741,Cash,Transfer 
15-04-2023,Income,587,Credit Card,Groceries 
14-10-2024,Income,376,Cash,Shopping 
07-10-2023,Expense,483,Cash,Shopping 
21-08-2024,Income,209,Bkash,Salary 
25-04-2023,Income,478,Nagad,Transfer 
09-08-2024,Income,452,Credit Card,Shopping 
22-11-2023,Income,941,Cash,Salary 
05-12-2024,Expense,559,Cash,Groceries 
28-09-2023,Income,763,Bkash,Salary 
13-09-2023,Income,371,Credit Card,Salary 
06-12-2023,Expense,739,Cash,Groceries 
24-12-2023,Income,948,Bkash,Groceries 
17-11-2023,Expense,744,Cash,Transfer 
25-05-2023,Expense,793,Credit Card,Groceries 
25-12-2024,Income,173,Nagad,Transfer 
01-11-2023,Income,386,Nagad,Rent 
27-05-2024,Income,484,Nagad,Transfer 
11-02-2024,Expense,751,Bkash,Groceries 
13-06-2024,Expense,888,Bkash,Shopping 
01-04-2024,Expense,546,Nagad,Transfer 
12-01-2024,Expense,809,Cash,Groceries 
03-12-2023,Expense,638,Cash,Rent 
07-11-2024,Income,326,Credit Card,Rent 
16-01-2023,Expense,307,Cash,Shopping 
18-10-2024,Expense,549,Nagad,Salary 
14-11-2023,Expense,694,Cash,Transfer 
04-05-2023,Expense,777,Bkash,Rent 
20-04-2023,Income,215,Credit Card,Transfer 
26-08-2023,Expense,841,Credit Card,Rent 
19-09-2024,Expense,353,Credit Card,Shopping 
20-01-2024,Income,225,Credit Card,Transfer 
01-04-2023,Expense,884,Bkash,Rent 
26-07-2024,Expense,816,Nagad,Salary 
01-04-2024,Expense,319,Cash,Salary 
18-11-2024,Expense,948,Credit Card,Shopping 
05-07-2023,Expense,991,Cash,Salary 
11-07-2023,Income,926,Nagad,Rent 
06-01-2023,Expense,758,Credit Card,Shopping 
24-10-2024,Income,110,Credit Card,Groceries 
22-06-2024,Expense,110,Nagad,Salary 
10-04-2023,Income,223,Bkash,Transfer 
11-01-2024,Income,667,Nagad,Salary 
07-08-2023,Income,100,Credit Card,Shopping 
01-12-2024,Income,536,Credit Card,Rent 
14-06-2024,Expense,166,Credit Card,Groceries 
10-02-2023,Income,508,Cash,Rent 
09-05-2024,Income,752,Cash,Salary 
16-09-2023,Income,608,Credit Card,Shopping 
23-03-2023,Expense,252,Nagad,Transfer 
03-04-2024,Income,259,Cash,Rent 
22-11-2023,Expense,968,Credit Card,Groceries 
13-04-2024,Income,511,Nagad,Rent 
10-01-2023,Expense,856,Cash,Groceries 
28-06-2024,Income,328,Nagad,Rent 
25-01-2024,Expense,960,Cash,Groceries 
02-09-2023,Income,469,Bkash,Rent 
11-08-2024,Expense,742,Credit Card,Transfer 
25-08-2024,Expense,824,Bkash,Transfer 
25-07-2024,Expense,401,Bkash,Rent 
25-12-2024,Income,293,Cash,Salary 
17-04-2024,Expense,192,Cash,Groceries 
04-04-2024,Expense,756,Bkash,Transfer 
13-03-2023,Income,208,Bkash,Shopping 
14-07-2024,Income,348,Bkash,Groceries 
19-09-2024,Income,314,Cash,Transfer 
23-11-2024,Income,399,Nagad,Transfer 
28-09-2023,Expense,462,Cash,Rent 
23-07-2023,Income,382,Cash,Rent 
26-09-2023,Expense,175,Nagad,Rent 
23-04-2024,Income,482,Nagad,Transfer 
25-06-2024,Expense,330,Cash,Rent 
17-07-2024,Income,758,Nagad,Rent 
14-07-2023,Expense,475,Bkash,Groceries 
07-03-2024,Expense,383,Nagad,Salary 
13-04-2023,Income,616,Credit Card,Rent 
10-03-2023,Expense,940,Bkash,Transfer 
10-06-2024,Expense,487,Cash,Shopping 
08-11-2024,Expense,608,Credit Card,Transfer 
25-01-2024,Income,388,Bkash,Shopping 
04-10-2024,Expense,260,Nagad,Rent 
17-12-2024,Income,852,Bkash,Rent 
13-11-2024,Income,699,Cash,Rent 
26-04-2024,Expense,295,Nagad,Shopping 
20-07-2024,Expense,203,Nagad,Salary 
02-01-2024,Expense,214,Cash,Salary 
11-09-2023,Expense,241,Nagad,Transfer 
22-08-2024,Income,398,Credit Card,Transfer 
05-01-2024,Expense,177,Nagad,Shopping 
19-01-2023,Income,262,Credit Card,Rent 
05-04-2023,Income,619,Nagad,Rent 
23-08-2023,Income,771,Nagad,Rent 
18-02-2023,Income,541,Nagad,Groceries 
06-03-2023,Income,825,Bkash,Groceries 
05-10-2023,Expense,728,Nagad,Transfer 
23-04-2024,Income,963,Credit Card,Transfer 
09-04-2023,Expense,552,Cash,Rent 
16-11-2024,Expense,188,Nagad,Salary 
11-07-2024,Income,514,Nagad,Groceries 
20-01-2023,Income,560,Credit Card,Rent 
04-09-2023,Income,166,Nagad,Shopping 
19-04-2024,Income,577,Bkash,Rent 
26-10-2023,Expense,179,Cash,Transfer 
14-10-2024,Income,311,Cash,Rent 
02-07-2023,Income,595,Nagad,Transfer 
15-05-2024,Expense,852,Bkash,Rent 
03-12-2023,Income,777,Credit Card,Groceries 
07-10-2023,Income,508,Credit Card,Groceries 
16-04-2023,Expense,183,Bkash,Groceries 
25-09-2024,Expense,929,Credit Card,Rent 
08-05-2024,Income,607,Bkash,Rent 
12-12-2024,Income,629,Bkash,Shopping 
09-06-2024,Income,486,Credit Card,Transfer 
17-11-2024,Expense,191,Cash,Rent 
10-09-2023,Expense,673,Bkash,Salary 
10-08-2023,Income,350,Bkash,Transfer 
24-02-2024,Expense,710,Cash,Salary 
20-05-2023,Expense,467,Credit Card,Salary 
11-04-2023,Income,555,Credit Card,Shopping 
21-01-2024,Income,518,Cash,Groceries 
28-02-2024,Expense,319,Bkash,Groceries 
22-03-2023,Income,464,Bkash,Transfer 
09-12-2023,Expense,337,Nagad,Rent 
26-03-2024,Income,818,Cash,Rent 
11-02-2023,Expense,695,Bkash,Groceries 
23-08-2024,Expense,429,Cash,Rent 
13-10-2024,Income,412,Bkash,Salary 
06-03-2024,Income,556,Nagad,Transfer 
05-03-2024,Income,161,Credit Card,Rent 
01-08-2023,Income,485,Cash,Rent 
03-09-2024,Income,350,Credit Card,Rent 
16-06-2023,Income,184,Cash,Groceries 
09-11-2023,Income,479,Bkash,Groceries 
13-12-2024,Expense,879,Bkash,Transfer 
24-09-2023,Income,948,Cash,Salary 
13-04-2024,Expense,178,Credit Card,Rent 
27-10-2023,Expense,842,Nagad,Groceries 
01-11-2024,Expense,805,Bkash,Salary 
21-11-2023,Income,646,Credit Card,Transfer 
22-12-2024,Income,590,Nagad,Rent 
17-04-2023,Expense,442,Nagad,Shopping 
04-03-2023,Income,658,Cash,Shopping 
03-07-2023,Expense,296,Bkash,Groceries 
04-10-2024,Expense,737,Bkash,Groceries 
25-04-2024,Income,148,Cash,Transfer 
08-05-2024,Income,806,Cash,Rent 
10-11-2024,Expense,462,Cash,Rent 
17-07-2024,Expense,648,Credit Card,Groceries 
12-05-2023,Income,528,Bkash,Transfer 
07-05-2023,Income,728,Cash,Groceries 
12-12-2023,Income,502,Bkash,Shopping 
07-08-2023,Income,243,Nagad,Rent 
06-08-2024,Income,327,Credit Card,Shopping 
27-07-2024,Income,232,Credit Card,Shopping 
18-05-2023,Expense,499,Cash,Groceries 
14-09-2024,Income,195,Bkash,Rent 
25-09-2023,Income,806,Nagad,Shopping 
08-01-2023,Income,215,Credit Card,Groceries 
25-08-2024,Expense,294,Nagad,Groceries 
07-08-2023,Expense,523,Cash,Transfer 
27-06-2024,Income,460,Cash,Shopping 
19-05-2024,Expense,888,Nagad,Transfer 
05-02-2023,Expense,269,Bkash,Shopping 
07-04-2023,Income,328,Bkash,Rent 
14-08-2023,Income,816,Bkash,Groceries 
11-01-2024,Income,398,Credit Card,Groceries 
03-01-2023,Income,380,Credit Card,Salary 
08-10-2024,Income,400,Nagad,Salary 
17-08-2023,Expense,842,Nagad,Salary 
28-03-2024,Income,727,Cash,Groceries 
12-06-2024,Expense,363,Cash,Salary 
04-07-2024,Expense,216,Bkash,Groceries 
28-03-2024,Income,644,Bkash,Rent 
08-09-2024,Expense,481,Cash,Shopping 
28-09-2023,Income,575,Bkash,Shopping 
25-12-2023,Income,439,Nagad,Shopping 
10-11-2024,Expense,833,Cash,Shopping 
27-05-2024,Expense,519,Bkash,Salary 
19-02-2023,Expense,217,Bkash,Shopping 
23-04-2023,Expense,578,Bkash,Groceries 
28-07-2023,Expense,988,Credit Card,Rent 
13-08-2023,Income,142,Bkash,Groceries 
17-04-2023,Expense,268,Bkash,Groceries 
14-04-2024,Expense,780,Credit Card,Salary 
13-05-2023,Income,718,Credit Card,Shopping 
09-01-2024,Income,541,Nagad,Shopping 
28-09-2024,Expense,287,Nagad,Transfer 
07-06-2024,Expense,616,Nagad,Transfer 
23-09-2024,Income,948,Bkash,Shopping 
24-11-2023,Income,173,Credit Card,Groceries 
25-02-2023,Income,205,Cash,Salary 
05-02-2023,Expense,359,Nagad,Shopping 
13-02-2023,Income,304,Cash,Groceries 
28-01-2024,Income,776,Nagad,Shopping 
14-04-2023,Income,911,Credit Card,Salary 
24-06-2024,Income,152,Bkash,Transfer 
03-11-2023,Income,548,Nagad,Salary 
01-09-2024,Income,188,Credit Card,Rent 
27-06-2024,Expense,824,Cash,Salary 
15-08-2024,Income,627,Cash,Groceries 
09-12-2023,Expense,771,Credit Card,Shopping 
07-10-2024,Income,302,Nagad,Shopping 
22-12-2024,Expense,384,Cash,Rent 
08-01-2024,Income,253,Credit Card,Shopping 
18-03-2023,Expense,357,Nagad,Shopping 
05-12-2024,Expense,810,Bkash,Salary 
21-04-2024,Income,633,Bkash,Groceries 
14-12-2024,Income,420,Cash,Groceries 
21-03-2023,Income,736,Cash,Transfer 
20-06-2024,Expense,507,Credit Card,Rent 
20-12-2023,Income,737,Bkash,Transfer 
20-08-2023,Expense,806,Bkash,Transfer 
13-04-2024,Expense,325,Nagad,Rent 
21-07-2023,Income,576,Bkash,Transfer 
03-06-2023,Expense,479,Bkash,Groceries 
06-05-2024,Expense,746,Bkash,Salary 
